Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season
Meyers Leonard,POR,5,31.3,11.8,5.0,9.6,0.521,0.4,1.4,0.286,1.4,1.6,0.875,2.6,4.4,7.0,1.0,0.0,0.8,2.2,4.4,2013-14
Cameron Jones,GOS,7,26.0,11.7,4.0,8.1,0.491,1.0,1.9,0.538,2.7,3.0,0.905,0.3,1.7,2.0,0.7,2.0,0.0,1.1,1.9,2013-14
Donte Greene,MEM,6,23.9,11.7,4.2,11.5,0.362,1.3,4.3,0.308,2.0,2.7,0.75,1.2,2.0,3.2,1.2,0.2,0.0,2.5,2.5,2013-14
Jan Vesely,WAS,5,25.2,11.6,5.0,8.6,0.581,0.0,0.2,0.0,1.6,2.4,0.667,3.2,3.6,6.8,1.6,1.8,1.6,3.2,3.8,2013-14
Erik Murphy,CHI,5,26.1,11.6,4.6,8.4,0.548,2.0,4.0,0.5,0.4,0.8,0.5,1.4,3.4,4.8,1.2,0.2,0.8,1.6,5.0,2013-14
Glen Rice,WAS,5,22.8,11.6,4.4,10.8,0.407,1.6,4.8,0.333,1.2,1.8,0.667,1.6,2.0,3.6,1.8,0.2,0.8,1.0,2.6,2013-14
Jerome Dyson,CHA,6,24.9,11.5,3.7,8.3,0.44,0.3,2.2,0.154,3.8,6.2,0.622,0.5,2.5,3.0,4.3,1.0,0.0,2.8,2.5,2013-14
Luke Harangody,DEN,6,17.3,11.3,3.7,7.7,0.478,1.3,2.3,0.571,2.7,3.8,0.696,1.2,3.0,4.2,0.7,0.5,0.2,0.5,2.5,2013-14
Nando De Colo,SAS,4,31.7,11.3,4.0,11.8,0.34,1.0,4.5,0.222,2.3,2.5,0.9,0.3,2.3,2.5,4.0,1.8,0.0,3.3,4.3,2013-14
Samardo Samuels,LAC,5,21.9,11.2,3.8,6.2,0.613,0.0,0.0,0.0,3.6,6.2,0.581,2.4,4.4,6.8,1.0,0.4,0.4,2.2,5.0,2013-14
Chris Singleton,WAS,5,30.0,11.2,3.6,8.4,0.429,0.0,1.0,0.0,4.0,4.4,0.909,0.8,5.4,6.2,1.8,0.8,1.2,2.8,4.4,2013-14
Malcolm Thomas,CHI,3,33.3,11.0,4.3,10.0,0.433,0.0,0.0,0.0,2.3,4.0,0.583,5.3,9.7,15.0,0.7,0.7,1.7,3.0,3.7,2013-14
Dominique Jones,MIL,5,23.1,11.0,2.8,7.0,0.4,0.4,1.6,0.25,5.0,5.8,0.862,0.6,2.4,3.0,2.0,2.0,0.4,3.0,2.0,2013-14
Vander Blue,MEM,6,21.1,11.0,3.7,9.2,0.4,1.0,2.7,0.375,2.7,3.5,0.762,1.0,2.7,3.7,0.5,0.8,0.0,1.8,1.7,2013-14
Tim Hardaway Jr.,NYK,2,19.8,11.0,3.5,9.0,0.389,1.0,4.0,0.25,3.0,3.5,0.857,1.5,2.0,3.5,1.5,0.5,0.0,2.0,2.0,2013-14
Marcus Denmon,SAS,5,21.8,10.8,4.0,10.4,0.385,2.0,5.2,0.385,0.8,1.0,0.8,0.6,2.0,2.6,2.8,0.8,0.0,1.2,2.2,2013-14
Dennis Schroder,ATL,5,31.7,10.8,3.4,10.0,0.34,1.4,4.8,0.292,2.6,3.0,0.867,0.4,1.4,1.8,5.6,1.6,0.0,3.4,4.6,2013-14
Michael Kidd-Gilchrist,CHA,3,27.6,10.7,4.3,8.0,0.542,0.0,0.7,0.0,2.0,3.0,0.667,0.3,3.0,3.3,1.3,1.3,0.0,2.7,1.7,2013-14
D.J. Kennedy,MIA,7,25.8,10.6,3.3,8.0,0.411,1.0,2.7,0.368,3.0,3.4,0.875,0.3,3.6,3.9,2.0,0.6,0.0,1.6,1.6,2013-14
Gerald Robinson,MEM,6,27.1,10.5,4.0,9.7,0.414,0.3,1.3,0.25,2.2,2.5,0.867,0.0,3.2,3.2,3.0,0.7,0.2,2.8,3.0,2013-14
Tyler Zeller,CLE,4,27.0,10.5,4.3,8.3,0.515,0.0,0.0,0.0,2.0,3.0,0.667,1.8,6.5,8.3,0.0,0.8,0.8,3.3,5.0,2013-14
Thomas Robinson,POR,5,29.1,10.4,4.0,10.6,0.377,0.0,0.0,0.0,2.4,4.8,0.5,4.8,8.0,12.8,1.2,1.0,1.2,3.0,4.4,2013-14
Cory Joseph,SAS,4,28.1,10.3,3.5,9.0,0.389,0.8,2.8,0.273,2.5,3.5,0.714,1.0,2.8,3.8,4.5,0.8,0.3,3.3,1.8,2013-14
Hollis Thompson,SAS,5,25.2,10.2,3.6,7.4,0.486,1.0,2.2,0.455,2.0,2.4,0.833,2.4,3.0,5.4,1.4,0.6,0.6,1.2,1.4,2013-14
Elias Harris,LAL,5,26.9,10.2,4.2,9.4,0.447,0.6,3.2,0.188,1.2,2.2,0.545,2.4,3.2,5.6,0.6,1.2,0.2,1.2,2.8,2013-14
Dionte Christmas,PHX,7,20.8,10.1,3.6,7.7,0.463,1.3,4.0,0.321,1.7,2.3,0.75,0.3,2.4,2.7,2.0,0.4,0.0,1.0,1.9,2013-14
Terence Jennings,NYK,5,16.6,10.0,4.8,8.6,0.558,0.0,0.8,0.0,0.4,0.8,0.5,3.2,3.4,6.6,0.4,1.2,1.0,1.6,3.2,2013-14
Deon Thompson,CHI,3,22.2,10.0,4.3,7.0,0.619,0.0,0.0,0.0,1.3,2.0,0.667,4.0,3.0,7.0,0.3,0.7,0.7,1.3,3.0,2013-14
Chris Wright,TOR,5,19.5,10.0,4.0,6.8,0.588,0.0,0.0,0.0,2.0,4.6,0.435,1.6,1.6,3.2,0.4,0.6,1.4,1.8,2.8,2013-14
Quincy Miller,DEN,6,21.4,9.8,3.8,10.0,0.383,1.5,3.3,0.45,0.7,1.2,0.571,2.5,3.5,6.0,1.2,0.3,1.7,1.8,4.0,2013-14
Darnell Jackson,SEL,5,19.5,9.8,4.2,7.0,0.6,0.0,0.4,0.0,1.4,2.8,0.5,1.6,3.6,5.2,1.4,0.6,0.0,1.6,3.4,2013-14
Gal Mekel,DAL,6,27.8,9.7,3.8,8.5,0.451,0.5,1.3,0.375,1.5,2.7,0.563,0.0,2.5,2.5,5.0,1.0,0.0,3.3,3.3,2013-14
Jackie Carmichael,DAL,6,22.5,9.5,3.5,5.7,0.618,0.0,0.2,0.0,2.5,4.7,0.536,2.0,2.2,4.2,0.7,0.3,1.5,0.8,1.7,2013-14
Nate Wolters,MIL,5,23.4,9.4,3.6,8.8,0.409,0.2,2.0,0.1,2.0,3.0,0.667,1.2,2.0,3.2,2.8,1.4,0.2,1.2,1.0,2013-14
John Shurna,MIL,5,18.3,9.4,2.6,6.8,0.382,2.4,5.2,0.462,1.8,2.0,0.9,0.2,3.2,3.4,0.6,0.4,0.4,0.6,2.0,2013-14
DaJuan Summers,LAC,5,20.5,9.4,3.4,9.2,0.37,1.6,4.8,0.333,1.0,1.8,0.556,1.4,2.0,3.4,0.0,0.4,0.2,1.8,3.0,2013-14
Erick Green,DEN,6,21.6,9.3,3.7,10.0,0.367,1.3,3.0,0.444,0.7,1.0,0.667,0.7,1.5,2.2,1.8,0.5,0.3,1.0,2.2,2013-14
Micah Downs,TOR,5,24.0,9.2,2.8,8.0,0.35,1.0,4.2,0.238,2.6,3.2,0.813,0.6,2.4,3.0,1.0,0.4,0.0,1.0,2.0,2013-14
C.J. Leslie,NYK,5,23.5,9.2,3.8,9.4,0.404,0.0,1.2,0.0,1.6,2.6,0.615,1.2,2.0,3.2,0.8,0.8,0.0,2.4,1.6,2013-14
Evan Fournier,DEN,6,23.1,9.2,3.2,8.7,0.365,1.3,5.0,0.267,1.5,2.2,0.692,0.3,1.8,2.2,0.7,0.7,0.3,2.2,2.0,2013-14
Damion James,MIA,7,21.2,9.0,3.4,10.4,0.329,0.0,0.1,0.0,2.1,2.6,0.833,0.7,5.0,5.7,1.3,1.0,0.9,2.1,2.0,2013-14
Travis Leslie,MIA,6,15.3,9.0,4.0,7.3,0.545,0.2,0.8,0.2,0.8,1.8,0.455,1.3,1.3,2.7,0.2,0.2,0.3,1.5,1.2,2013-14
Cory Higgins,CLE,5,21.7,9.0,2.4,6.2,0.387,0.6,1.8,0.333,3.6,4.0,0.9,0.2,1.2,1.4,1.8,1.0,0.0,1.4,2.0,2013-14
Kee-Kee Clark,MIN,6,19.2,8.7,3.3,6.2,0.541,2.0,3.8,0.522,0.0,0.0,0.0,0.5,1.5,2.0,1.2,0.0,0.0,1.8,1.0,2013-14
Robert Sacre,LAL,5,23.3,8.6,2.8,6.6,0.424,0.0,0.0,0.0,3.0,3.8,0.789,2.2,4.4,6.6,0.6,0.6,0.8,2.2,3.4,2013-14
Demetri McCamey,MIN,5,20.0,8.6,3.2,7.0,0.457,2.0,4.0,0.5,0.2,0.2,1.0,0.2,1.8,2.0,1.6,1.2,0.2,1.8,2.2,2013-14
Robbie Hummel,MIN,5,21.3,8.6,3.2,6.8,0.471,0.6,1.8,0.333,1.6,2.6,0.615,1.2,4.6,5.8,0.6,0.6,0.2,2.2,3.0,2013-14
Chris Douglas-Roberts,LAL,5,23.2,8.6,2.2,6.4,0.344,0.4,2.2,0.182,3.8,4.4,0.864,0.2,1.4,1.6,1.8,0.2,0.2,1.6,0.8,2013-14
Shabazz Muhammad,MIN,6,20.7,8.5,3.2,8.7,0.365,1.2,3.0,0.389,1.0,2.8,0.353,0.7,1.5,2.2,0.8,0.0,0.2,2.2,2.0,2013-14
Kyle Weaver,SEL,5,12.7,8.4,3.0,5.6,0.536,0.6,2.2,0.273,1.8,2.2,0.818,1.0,0.8,1.8,1.0,0.6,0.0,2.2,0.6,2013-14
Lorenzo Brown,MIN,6,19.1,8.3,3.2,8.2,0.388,1.0,2.0,0.5,1.0,1.3,0.75,0.3,3.5,3.8,2.2,1.2,0.2,1.8,1.3,2013-14
Jerome Jordan,NYK,4,21.6,8.3,3.3,8.5,0.382,0.0,0.0,0.0,1.8,2.3,0.778,1.8,6.0,7.8,0.3,0.0,0.0,0.8,2.0,2013-14
Terrel Harris,POR,4,19.9,8.3,3.8,8.0,0.469,0.8,3.0,0.25,0.0,0.0,0.0,0.8,2.3,3.0,1.3,1.5,0.3,2.8,2.5,2013-14
Brian Butch,SEL,5,20.7,8.2,2.4,5.0,0.48,0.6,2.4,0.25,2.8,3.6,0.778,0.8,4.0,4.8,0.6,0.6,0.0,1.6,3.4,2013-14
Keith Haynes,WAS,5,25.2,8.2,2.6,7.4,0.351,0.6,3.0,0.2,2.4,2.6,0.923,0.4,1.6,2.0,3.4,1.2,0.4,2.4,2.2,2013-14
Othyus Jeffers,MIN,6,15.4,8.2,2.7,5.0,0.533,0.0,0.2,0.0,2.8,3.7,0.773,1.0,2.8,3.8,1.2,0.7,0.3,0.8,0.8,2013-14
Lance Thomas,NOP,4,28.1,7.8,3.0,6.0,0.5,0.0,0.0,0.0,1.8,2.8,0.636,3.0,3.8,6.8,0.3,0.8,0.5,1.8,2.0,2013-14
Jarvis Varnado,MIA,6,20.9,7.7,3.0,6.2,0.486,0.0,0.0,0.0,1.7,1.8,0.909,2.2,4.5,6.7,0.3,1.0,2.5,2.3,4.2,2013-14
Brandon Paul,MIN,6,14.4,7.7,2.7,6.2,0.432,1.2,3.5,0.333,1.2,1.7,0.7,0.5,1.3,1.8,0.3,0.8,0.7,1.2,1.7,2013-14
Jamie Skeen,CHA,3,26.2,7.7,2.3,6.7,0.35,1.7,4.3,0.385,1.3,2.0,0.667,1.3,4.0,5.3,0.3,2.0,0.0,0.3,2.7,2013-14
